date,open,high,low,close,volume,average,barCount
2024-06-05 10:35:00-04:00,1.08747,1.08803,1.08747,1.087985,-1.0,-1.0,-1
2024-06-05 10:40:00-04:00,1.087985,1.08805,1.087405,1.087455,-1.0,-1.0,-1
2024-06-05 10:45:00-04:00,1.087455,1.087465,1.086775,1.0868,-1.0,-1.0,-1
2024-06-05 10:50:00-04:00,1.0868,1.086815,1.08635,1.086385,-1.0,-1.0,-1
2024-06-05 10:55:00-04:00,1.086385,1.086645,1.086315,1.086635,-1.0,-1.0,-1
2024-06-05 11:00:00-04:00,1.086635,1.086815,1.086595,1.086655,-1.0,-1.0,-1
2024-06-05 11:05:00-04:00,1.086655,1.08703,1.0866,1.086855,-1.0,-1.0,-1
2024-06-05 11:10:00-04:00,1.086855,1.087,1.086845,1.086995,-1.0,-1.0,-1
2024-06-05 11:15:00-04:00,1.086995,1.087055,1.08654,1.086565,-1.0,-1.0,-1
2024-06-05 11:20:00-04:00,1.086565,1.08674,1.086285,1.0866,-1.0,-1.0,-1
2024-06-05 11:25:00-04:00,1.0866,1.08672,1.086405,1.08672,-1.0,-1.0,-1
2024-06-05 11:30:00-04:00,1.08672,1.086825,1.086495,1.08668,-1.0,-1.0,-1
2024-06-05 11:35:00-04:00,1.08668,1.08694,1.08663,1.08666,-1.0,-1.0,-1
2024-06-05 11:40:00-04:00,1.08666,1.0868,1.086395,1.08679,-1.0,-1.0,-1
2024-06-05 11:45:00-04:00,1.08679,1.08694,1.086625,1.086815,-1.0,-1.0,-1
2024-06-05 11:50:00-04:00,1.086815,1.087065,1.086575,1.086585,-1.0,-1.0,-1
2024-06-05 11:55:00-04:00,1.086585,1.086585,1.086325,1.086495,-1.0,-1.0,-1
2024-06-05 12:00:00-04:00,1.086495,1.086495,1.08589,1.08619,-1.0,-1.0,-1
2024-06-05 12:05:00-04:00,1.08619,1.08622,1.085755,1.0858,-1.0,-1.0,-1
2024-06-05 12:10:00-04:00,1.0858,1.0858,1.08545,1.085595,-1.0,-1.0,-1
2024-06-05 12:15:00-04:00,1.085595,1.0859,1.085485,1.08586,-1.0,-1.0,-1
2024-06-05 12:20:00-04:00,1.08586,1.086235,1.08575,1.086075,-1.0,-1.0,-1
2024-06-05 12:25:00-04:00,1.086075,1.086425,1.08606,1.08633,-1.0,-1.0,-1
2024-06-05 12:30:00-04:00,1.08633,1.08659,1.086305,1.086515,-1.0,-1.0,-1
2024-06-05 12:35:00-04:00,1.086515,1.08673,1.08646,1.086725,-1.0,-1.0,-1
2024-06-05 12:40:00-04:00,1.086725,1.08686,1.086555,1.08673,-1.0,-1.0,-1
2024-06-05 12:45:00-04:00,1.08673,1.086805,1.086635,1.086635,-1.0,-1.0,-1
2024-06-05 12:50:00-04:00,1.086635,1.086635,1.086455,1.08651,-1.0,-1.0,-1
2024-06-05 12:55:00-04:00,1.08651,1.08651,1.086215,1.08643,-1.0,-1.0,-1
2024-06-05 13:00:00-04:00,1.08643,1.086685,1.086415,1.0866,-1.0,-1.0,-1
2024-06-05 13:05:00-04:00,1.0866,1.08675,1.086455,1.086495,-1.0,-1.0,-1
2024-06-05 13:10:00-04:00,1.086495,1.08656,1.08634,1.08648,-1.0,-1.0,-1
2024-06-05 13:15:00-04:00,1.08648,1.08656,1.08637,1.08639,-1.0,-1.0,-1
2024-06-05 13:20:00-04:00,1.08639,1.086405,1.08615,1.086205,-1.0,-1.0,-1
2024-06-05 13:25:00-04:00,1.086205,1.086265,1.08615,1.086205,-1.0,-1.0,-1
2024-06-05 13:30:00-04:00,1.086205,1.086345,1.086165,1.086255,-1.0,-1.0,-1
2024-06-05 13:35:00-04:00,1.086255,1.086285,1.0861,1.086195,-1.0,-1.0,-1
2024-06-05 13:40:00-04:00,1.086195,1.08625,1.08612,1.08621,-1.0,-1.0,-1
2024-06-05 13:45:00-04:00,1.08621,1.086255,1.086065,1.08611,-1.0,-1.0,-1
2024-06-05 13:50:00-04:00,1.08611,1.08646,1.086095,1.08638,-1.0,-1.0,-1
2024-06-05 13:55:00-04:00,1.08638,1.086735,1.08636,1.08672,-1.0,-1.0,-1
2024-06-05 14:00:00-04:00,1.08672,1.086825,1.08659,1.086825,-1.0,-1.0,-1
2024-06-05 14:05:00-04:00,1.086825,1.086825,1.086595,1.086725,-1.0,-1.0,-1
2024-06-05 14:10:00-04:00,1.086725,1.086835,1.08668,1.086705,-1.0,-1.0,-1
2024-06-05 14:15:00-04:00,1.086705,1.086775,1.086595,1.086775,-1.0,-1.0,-1
2024-06-05 14:20:00-04:00,1.086775,1.08694,1.08673,1.086935,-1.0,-1.0,-1
2024-06-05 14:25:00-04:00,1.086935,1.08708,1.086935,1.08708,-1.0,-1.0,-1
2024-06-05 14:30:00-04:00,1.08708,1.087225,1.087045,1.08721,-1.0,-1.0,-1
2024-06-05 14:35:00-04:00,1.08721,1.087225,1.08706,1.08706,-1.0,-1.0,-1
2024-06-05 14:40:00-04:00,1.08706,1.087385,1.08706,1.087365,-1.0,-1.0,-1
2024-06-05 14:45:00-04:00,1.087365,1.087425,1.087215,1.08733,-1.0,-1.0,-1
2024-06-05 14:50:00-04:00,1.08733,1.08763,1.087265,1.087625,-1.0,-1.0,-1
2024-06-05 14:55:00-04:00,1.087625,1.087735,1.08752,1.087565,-1.0,-1.0,-1
2024-06-05 15:00:00-04:00,1.087565,1.087605,1.087445,1.087595,-1.0,-1.0,-1
2024-06-05 15:05:00-04:00,1.087595,1.08763,1.087485,1.08753,-1.0,-1.0,-1
2024-06-05 15:10:00-04:00,1.08753,1.08761,1.08739,1.08752,-1.0,-1.0,-1
2024-06-05 15:15:00-04:00,1.08752,1.08752,1.08734,1.08736,-1.0,-1.0,-1
2024-06-05 15:20:00-04:00,1.08736,1.087425,1.087295,1.087425,-1.0,-1.0,-1
2024-06-05 15:25:00-04:00,1.087425,1.0875,1.08738,1.087395,-1.0,-1.0,-1
2024-06-05 15:30:00-04:00,1.087395,1.087555,1.08739,1.08752,-1.0,-1.0,-1
